,date,name,position,seniority,location,studio,client,project,team_name,engagement
2706,2023-01-20,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.75
2707,2023-01-23,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.97
2708,2023-01-24,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.72
2709,2023-01-25,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.65
2710,2023-01-26,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.69
2711,2023-01-27,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.77
2712,2023-01-30,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.96
2713,2023-01-31,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.94
2714,2023-02-01,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.72
2715,2023-02-02,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.68
2716,2023-02-03,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.58
2717,2023-02-07,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.65
2718,2023-02-08,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.68
2719,2023-02-09,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.5
2720,2023-02-10,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.97
2721,2023-02-13,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.5
2722,2023-02-14,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.94
2723,2023-02-15,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.7
2724,2023-02-16,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.77
2725,2023-02-17,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.89
2726,2023-02-20,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.98
2727,2023-02-21,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.71
2728,2023-02-22,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.71
2729,2023-02-23,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.73
2730,2023-02-24,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.76
2731,2023-02-27,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.74
2732,2023-02-28,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.99
2733,2023-03-01,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.52
2734,2023-03-02,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.95
2735,2023-03-03,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.86
2736,2023-03-06,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.97
2737,2023-03-07,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.84
2738,2023-03-08,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.62
2739,2023-03-09,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.91
2740,2023-03-10,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.69
2741,2023-03-13,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.87
2742,2023-03-14,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.6
2743,2023-03-15,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.76
2744,2023-03-16,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.69
2745,2023-03-17,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.71
2746,2023-03-21,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.77
2747,2023-03-22,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.61
2748,2023-03-23,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.65
2749,2023-03-24,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.53
2750,2023-03-27,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.74
2751,2023-03-28,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.67
2752,2023-03-29,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.81
2753,2023-03-30,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.71
2754,2023-03-31,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.92
2755,2023-04-03,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,5.0
2756,2023-04-04,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.92
2757,2023-04-05,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.73
2758,2023-04-06,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.78
2759,2023-04-10,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.76
2760,2023-04-11,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.81
2761,2023-04-12,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.92
2762,2023-04-13,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.59
2763,2023-04-14,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.6
2764,2023-04-17,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.62
2765,2023-04-18,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.8
2766,2023-04-19,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.96
2767,2023-04-20,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.68
2768,2023-04-21,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.56
2769,2023-04-24,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.74
2770,2023-04-25,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.8
2771,2023-04-26,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.61
2772,2023-04-27,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.64
2773,2023-04-28,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.92
2774,2023-05-02,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.77
2775,2023-05-03,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.88
2776,2023-05-04,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.96
2777,2023-05-05,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,5.0
2778,2023-05-08,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.64
2779,2023-05-09,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.75
2780,2023-05-10,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.57
2781,2023-05-11,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.9
2782,2023-05-12,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.87
2783,2023-05-15,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.84
2784,2023-05-16,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.57
2785,2023-05-17,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.52
2786,2023-05-18,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.79
2787,2023-05-19,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,4.97
2788,2023-05-22,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.08
2789,2023-05-23,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.82
2790,2023-05-24,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,0.0
2791,2023-05-25,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,0.0
2792,2023-05-26,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,0.0
2793,2023-05-29,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,0.0
2794,2023-05-30,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.9
2795,2023-05-31,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.99
2796,2023-06-01,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.73
2797,2023-06-02,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.91
2798,2023-06-05,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.25
2799,2023-06-06,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.53
2800,2023-06-07,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.84
2801,2023-06-08,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.79
2802,2023-06-09,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.93
2803,2023-06-12,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.5
2804,2023-06-13,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.59
2805,2023-06-14,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.58
2806,2023-06-15,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.79
2807,2023-06-16,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.96
2808,2023-06-19,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.19
2809,2023-06-20,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.76
2810,2023-06-21,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.41
2811,2023-06-22,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.69
2812,2023-06-23,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.25
2813,2023-06-26,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.69
2814,2023-06-27,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.91
2815,2023-06-28,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.85
2816,2023-06-29,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.1
2817,2023-06-30,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.87
2818,2023-01-02,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.71
2819,2023-01-03,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.62
2820,2023-01-04,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.25
2821,2023-01-05,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.99
2822,2023-01-06,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.06
2823,2023-01-09,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.36
2824,2023-01-10,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.25
2825,2023-01-11,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.22
2826,2023-01-12,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.29
2827,2023-01-13,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.06
2828,2023-01-16,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.91
2829,2023-01-17,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.61
2830,2023-01-18,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.13
2831,2023-01-19,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.69
2832,2023-01-20,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.89
2833,2023-01-23,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.28
2834,2023-01-24,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.86
2835,2023-01-25,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.89
2836,2023-01-26,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.75
2837,2023-01-27,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.02
2838,2023-01-30,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.52
2839,2023-01-31,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.63
2840,2023-02-01,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.33
2841,2023-02-02,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.43
2842,2023-02-03,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.22
2843,2023-02-07,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.78
2844,2023-02-08,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.46
2845,2023-02-09,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.14
2846,2023-02-10,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.44
2847,2023-02-13,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.36
2848,2023-02-14,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,2.52
2849,2023-02-15,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.31
2850,2023-02-16,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,Horizon Expansion,Finding Nemo's Friends,3.23
